"project_id","category","index","quantity","descriptions","urls"
"CONTRIBUTE/BRAINSCOREHUMAN","software_tools",0,1,"Updated Brain-Score software API for model evaluation with human (fMRI) data","https://github.com/brain-score/vision/blob/master/brainscore_vision/model_interface.py"
"CONTRIBUTE/BRAINSCOREHUMAN","presentations",0,2,"Presentation at ICML 2025","https://arxiv.org/abs/2504.05253"
"CONTRIBUTE/BRAINSCOREHUMAN","presentations",1,2,"Spotlight presentation at ICML 2025 (<2% of papers awarded as Spotlight)","https://arxiv.org/abs/2411.05712"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",0,8,"arxiv publication (just presented at ICML 2025)","https://arxiv.org/abs/2504.05253"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",1,8,"arxiv publication (just presented at ICML 2025, as a Spotlight which <2% of papers were awarded)","https://arxiv.org/abs/2411.05712"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",2,8,"biorxiv preprint (submitted to journal)","https://www.biorxiv.org/content/10.1101/2025.07.22.664908"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",3,8,"2025.ccneuro.org abstract publication","https://2025.ccneuro.org/abstract_pdf/Al-Karkari_2025_Do_Dynamics_Matter_Neural_Alignment_A.pdf"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",4,8,"arxiv preprint","https://arxiv.org/pdf/2412.09115"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",5,8,"NeurIPS 2024 proceedings paper","https://proceedings.neurips.cc/paper_files/paper/2024/hash/ae28c7bc9414ffd8ffd2b3d454e6ef3e-Abstract-Conference.html"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",6,8,"eScholarship repository item","https://escholarship.org/uc/item/9nj174x3"
"CONTRIBUTE/BRAINSCOREHUMAN","publications",7,8,"openreview.net submission","https://openreview.net/forum?id=Ho0x9DgdZw"
"CONTRIBUTE/BRAINSCORETMPRL","datasets_databases",0,2,"Several new datasets accessible for benchmarking and model evaluation; several others currently in fork waiting for merge approval","https://github.com/brain-score/vision/blob/37e435c8f9ecfc83d3e260575550eac29867ac4a/brainscore_vision/metric_helpers/temporal.py#L78"
"CONTRIBUTE/BRAINSCORETMPRL","datasets_databases",1,2,NA,"https://github.com/brain-score/vision/blob/37e435c8f9ecfc83d3e260575550eac29867ac4a/brainscore_vision/metrics/regression_correlation/__init__.py#L17-L20"
"CONTRIBUTE/BRAINSCORETMPRL","datasets_databases",2,2,NA,"https://github.com/brain-score/vision/blob/37e435c8f9ecfc83d3e260575550eac29867ac4a/brainscore_vision/benchmarks/majajhong2015/benchmark.py#L65"
"CONTRIBUTE/BRAINSCORETMPRL","datasets_databases",3,2,NA,"https://github.com/epflneuroailab/dynamic-vision/blob/main/src/evaluate/fmri.py"
"CONTRIBUTE/BRAINSCORETMPRL","estimated_users",0,450,"Over 450 registered Brain-Score users; 130,000+ visits to the website per year",NA
"CONTRIBUTE/BRAINSCORETMPRL","models_standards",0,22,"2 metrics for benchmarking","https://github.com/brain-score/vision/tree/master/brainscore_vision/model_helpers/activations/temporal"
"CONTRIBUTE/BRAINSCORETMPRL","models_standards",1,22,"Metric helpers for temporal similarity","https://github.com/brain-score/vision/blob/37e435c8f9ecfc83d3e260575550eac29867ac4a/brainscore_vision/metrics/regression_correlation/__init__.py#L17-L20"
"CONTRIBUTE/BRAINSCORETMPRL","models_standards",2,22,"20 models (all temporal_ models) successfully merged into Brain-Score","https://github.com/brain-score/vision/blob/37e435c8f9ecfc83d3e260575550eac29867ac4a/brainscore_vision/metric_helpers/temporal.py#L78"
"CONTRIBUTE/BRAINSCORETMPRL","models_standards",3,22,"Many new models submitted as an indirect result of this project","https://github.com/brain-score/vision/tree/master/brainscore_vision/models"
"CONTRIBUTE/BRAINSCORETMPRL","new_collaborations",0,1,"My group now more closely works with the Yamins lab at Stanford",NA
"CONTRIBUTE/BRAINSCORETMPRL","publications",0,4,"2 in my group, at least 2 other ongoing projects that I am aware of. None published yet, one will be presented later this year as a poster at CCN.",NA
"CONTRIBUTE/BRAINSCORETMPRL","repositories_catalogues",0,1,"API now merged, along with API adapters","https://www.github.com/brain-score/vision"
"CONTRIBUTE/BRAINSCORETMPRL","repositories_catalogues",1,1,NA,"https://github.com/brain-score/vision/blob/7d3b8a5ba912b7ab04e07891adbea5eb63859397/brainscore_vision/model_interface.py#L190"
"CONTRIBUTE/BRAINSCORETMPRL","repositories_catalogues",2,1,NA,"https://github.com/brain-score/vision/tree/master/brainscore_vision/model_helpers/activations/temporal"
"CONTRIBUTE/BRAINSCORETMPRL","software_tools",0,1,"Interface API for temporal models","https://github.com/brain-score/vision/tree/master/brainscore_vision/model_helpers/activations/temporal"
"CONTRIBUTE/ENVIPATH+EDGEBP","datasets_databases",0,2,"Curated set of 3,000+ biotransformation-related gene sequences within the repository","https://github.com/MSM-group/ContaHMM/tree/main/sequences"
"CONTRIBUTE/ENVIPATH+EDGEBP","datasets_databases",1,2,"Metagenomic and chemical biotransformation dataset from 160 environmental samples (riverine biofilms, activated sludge, wastewater, river water flume systems) including 15,746 MAGs above 50% completeness and 47 million non-singleton genes",NA
"CONTRIBUTE/ENVIPATH+EDGEBP","estimated_users",0,616,"The tool enviPath has 616 registered users and visits on the enviPath website are steadily increasing, with well over 25k visits since its initiation in 2016.",NA
"CONTRIBUTE/ENVIPATH+EDGEBP","models_standards",0,192,"The 192 profile Hidden Markov Models produced as part of this project","https://github.com/MSM-group/ContaHMM/tree/main/HMMs"
"CONTRIBUTE/ENVIPATH+EDGEBP","models_standards",1,192,"A set of more than 190 chemically-annotated Hidden Markov Models (HMMs) for functional annotation of contaminant biotransformation genes",NA
"CONTRIBUTE/ENVIPATH+EDGEBP","new_collaborations",0,1,"Through this project, we have started a new collaboration with Kunyang Zhang of Kathrin Fenner’s group and now formally established a collaboration with Dr. Jasmin Hafner leading the enviPathPlus project.",NA
"CONTRIBUTE/ENVIPATH+EDGEBP","presentations",0,4,"Robinson, S. Invited conference session convener, chair, and speaker, Society for Industrial Microbiology and Biotechnology NP Meeting, San Diego, CA, USA. “From metagenomes to mechanisms: predicting enzyme specificity from microbiomes”. San Diego, CA. January 2025.","https://sim.confex.com/sim/np2025/meetingapp.cgi/Session/5756"
"CONTRIBUTE/ENVIPATH+EDGEBP","presentations",1,4,"Robinson, S. Invited workshop speaker for the “Genomics and Data Integration” workshop as part of the Microbial Secondary Metabolites in Microbiomes Symposium, “Mind the gap: challenges and opportunities in paired ‘omics”. Helsignør, Denmark. June 2024.","https://www.conferencemanager.dk/cemist2024msmm/programme"
"CONTRIBUTE/ENVIPATH+EDGEBP","presentations",2,4,"Robinson, S., Invited speaker. “Mining microbiomes for contaminant biotransformations” Swiss Society of Toxicology. Basel, CH. November 2024.","https://www.swisstox.ch/assets/files/sst_annual_meeting2024_program_v4_241107.pdf"
"CONTRIBUTE/ENVIPATH+EDGEBP","presentations",3,4,"Poltorak, V, Robinson, S. “Inferring Contaminants Biotransformation Potential of Microbial Environmental Communities by Metagenomics.” 4th International Conference in Microbial Ecotoxicology, Gothenburg, Sweden. November 2024.","https://ecotoxicomic24.sciencesconf.org/"
"CONTRIBUTE/ENVIPATH+EDGEBP","publications",0,1,"Wackett, L. and Robinson S. “A prescription for engineering PFAS biodegradation.” Biochemical Journal (2024) 481 (23): 1757–1770. This publication acknowledges support from the Open Research Data Program by the ETH board. The sequences which we curated for this publication were integrated into ContaHMM.","https://www.sciencedirect.com/org/science/article/pii/S1470872824000948"
"CONTRIBUTE/ENVIPATH+EDGEBP","repositories_catalogues",0,1,"New GitHub repository and README for the enviPath and broader scientific user community","https://github.com/MSM-group/ContaHMM"
"CONTRIBUTE/ENVIPATH+EDGEBP","repositories_catalogues",1,1,NA,"https://doi.org/10.5281/zenodo.14871403"
"CONTRIBUTE/ENVIPATH+EDGEBP","software_tools",0,1,"ContaHMM, a set of Hidden Markov Models (HMMs) enabling rapid functional annotation of contaminant biotransformation genes in metagenomes","https://github.com/MSM-group/ContaHMM"
"CONTRIBUTE/ENVIPATH+EDGEBP","websites_platforms",0,1,"Associated resources on the enviPath repository","https://wiki.envipath.org/doku.php?id=start#associated_resources"
"CONTRIBUTE/FACILITATE","datasets_databases",0,1,"Example use case for RRP export bundle: Python tool pyPOCQuant for automatic detection and quantification of signal bands from images of lateral flow assays or Point of Care tests","https://pypocquant.readthedocs.io/en/latest/index.html"
"CONTRIBUTE/FACILITATE","software_tools",0,2,"Player bundle export mode for RRP",NA
"CONTRIBUTE/FACILITATE","software_tools",1,2,"Player script export mode for RRP",NA
"CONTRIBUTE/FACILITATE","software_tools",2,2,"Source code is freely available here",NA
"CONTRIBUTE/FACILITATE","training_events",0,1,"Seminar for the Swiss Reproducibility Network","https://www.swissrn.org/computational/"
"CONTRIBUTE/FACILITATE","websites_platforms",0,1,"Online RRP user documentation","https://sispub.sispages.ethz.ch/rrp-documentation/"
"CONTRIBUTE/FIRE","datasets_databases",0,1,"New and improved tests in Test262, the official test suite for JavaScript","https://github.com/tc39/test262/pull/4423"
"CONTRIBUTE/FIRE","datasets_databases",1,1,NA,"https://github.com/tc39/test262/pull/4185"
"CONTRIBUTE/FIRE","estimated_users",0,0,"JavaScript implementation community","https://dl.acm.org/doi/abs/10.1145/3691620.3695005"
"CONTRIBUTE/FIRE","estimated_users",1,0,"several research labs","https://scholar.google.com/scholar?cites=4939186673206502005"
"CONTRIBUTE/FIRE","estimated_users",2,0,"Our work had an impact on the JavaScript implementers community with the improvements to Test262.",NA
"CONTRIBUTE/FIRE","estimated_users",3,0,"Our work also has an impact on several research labs",NA
"CONTRIBUTE/FIRE","estimated_users",4,0,"one recent article cited our work to acknowledge that we had revealed an error in their previous definitions",NA
"CONTRIBUTE/FIRE","estimated_users",5,0,"Our work has already been cited by 4 different research groups",NA
"CONTRIBUTE/FIRE","outreach_activities",0,1,"Blog post explaining the tool SpecMerger","https://systemf.epfl.ch/blog/SpecMerger/"
"CONTRIBUTE/FIRE","presentations",0,2,"Presentation at the ICFP 2024 conference","https://www.youtube.com/watch?v=PAk8_Lgs8Xw"
"CONTRIBUTE/FIRE","presentations",1,2,"Poster for the PLDI 2024 Student research competition, that won the gold medal in the graduate category","https://systemf.epfl.ch/posters/2024-warblre/"
"CONTRIBUTE/FIRE","publications",0,1,"Publication at the ICFP24 conference: A Coq Mechanization of JavaScript Regular Expression Semantics.","https://dl.acm.org/doi/10.1145/3674666"
"CONTRIBUTE/FIRE","publications",1,1,"Related artifact","https://dl.acm.org/do/10.5281/zenodo.11494317/full/"
"CONTRIBUTE/FIRE","repositories_catalogues",0,1,"New Coq mechanization of JavaScript regexes, Warblre","https://github.com/epfl-systemf/Warblre"
"CONTRIBUTE/FIRE","software_tools",0,1,"SpecMerger, a tool to compare two specifications","https://github.com/epfl-systemf/SpecMerger"
"CONTRIBUTE/GLOVDH","datasets_databases",0,1,"SQL Database currently hosted at ETH but will be mirrored to TU Munich (TUM) as well","https://glovdh.ethz.ch/api/v1/docs"
"CONTRIBUTE/GLOVDH","estimated_users",0,300,"Estimated number of IVS associated members",NA
"CONTRIBUTE/GLOVDH","new_collaborations",0,2,"Collaboration with TU Munich (TUM) and University of Tasmania (UTAS) to extend database and development.","https://ivscc.gsfc.nasa.gov/publications/newsletter/issue69.pdf"
"CONTRIBUTE/GLOVDH","outreach_activities",0,1,"Mention of Database at IVS newsletter Issue 69","https://doi.org/10.5281/zenodo.10847991"
"CONTRIBUTE/GLOVDH","outreach_activities",1,1,NA,"https://ivscc.gsfc.nasa.gov/publications/newsletter/issue69.pdf"
"CONTRIBUTE/GLOVDH","presentations",0,1,"Towards an Integrated Database for Enhanced Monitoring and Optimization of IVS Observing Programs; 13th IVS General Meeting & 25th Anniversary , Tsukuba, Japan, 4-9 March 2024","https://gitlab.ethz.ch/spacegeodesy_public/glovdh_ord"
"CONTRIBUTE/GLOVDH","presentations",1,1,NA,"https://doi.org/10.5281/zenodo.10847991"
"CONTRIBUTE/GLOVDH","software_tools",0,1,"Software to collect, process and automatically upload IVS related statistics and files.",NA
"CONTRIBUTE/GLOVDH","websites_platforms",0,2,"Web Interface","https://glovdh.ethz.ch"
"CONTRIBUTE/GLOVDH","websites_platforms",1,2,"API","https://glovdh.ethz.ch/api/v1/docs"
"CONTRIBUTE/GPM-API","datasets_databases",0,0,"GPM Data Archive products are now available through GPM-API in CF-compliant format. They are also easily convertible as 1) Analysis-Ready Cloud-Optimized (ARCO) Zarr Format and as 2) geographically partitioned Apache Parquet Datasets.",NA
"CONTRIBUTE/GPM-API","estimated_users",0,0,"The GPM-API software has > 600 downloads/month",NA
"CONTRIBUTE/GPM-API","estimated_users",1,0,"By personal knowledge, more than 20 researchers are already using the software outside ETH",NA
"CONTRIBUTE/GPM-API","models_standards",0,1,"Reproducible colormaps and colorbars definitions through YAML files","https://pycolorbar.readthedocs.io/en/latest/"
"CONTRIBUTE/GPM-API","new_collaborations",0,0,"NASA GPM Validation Group, CNR ISAC HSAF",NA
"CONTRIBUTE/GPM-API","outreach_activities",0,4,"The GPM-API software has been included into the Open Radar Science Community.","https://openradar.discourse.group/"
"CONTRIBUTE/GPM-API","outreach_activities",1,4,"Blog posts will be published soon on TowardsDataScience, Pangeo and ProjectPythia","https://towardsdatascience.com/"
"CONTRIBUTE/GPM-API","outreach_activities",2,4,NA,"https://projectpythia.org/"
"CONTRIBUTE/GPM-API","outreach_activities",3,4,NA,"https://www.egu25.eu/"
"CONTRIBUTE/GPM-API","presentations",0,6,"Past presentations: AMS2023 Radar Conference, EUMETSAT Satellite Conference 2023, Swiss Geoscience Meeting 2023, NASA GPM Validation Group Meeting.","https://www.ametsoc.org/index.cfm/ams/meetings-events/ams-meetings/40th-conference-on-radar-meteorology/"
"CONTRIBUTE/GPM-API","presentations",1,6,"Future confirmed presentations: EUMETSAT Satellite Conference 2024, ERAD2024, CNR-ISAC HSAF Group.","https://www.eumetsat.int/eumetsat-meteorological-satellite-conference-2023"
"CONTRIBUTE/GPM-API","presentations",2,6,"Futures planned presentations: AMS Annual Meeting 2025, PrePEP2025, EGU2025.","https://geoscience-meeting.ch/sgm2023/wp-content/uploads/abstracts/SGM_GPM-API_08-31-23-03-49-47.pdf"
"CONTRIBUTE/GPM-API","presentations",3,6,NA,"https://www.eumetsat.int/eumetsat-meteorological-satellite-conference-2024"
"CONTRIBUTE/GPM-API","presentations",4,6,NA,"https://www.erad2024.it/"
"CONTRIBUTE/GPM-API","presentations",5,6,NA,"https://annual.ametsoc.org/index.cfm/2025/"
"CONTRIBUTE/GPM-API","publications",0,1,"A manuscript is in preparation for submission to the Bulleting of American Meteorological Society (BAMS) describing GPM-API.","https://www.ametsoc.org/index.cfm/ams/publications/bulletin-of-the-american-meteorological-society-bams/"
"CONTRIBUTE/GPM-API","publications",1,1,"2 other manuscripts might be submitted in the coming months to the Journal of Open Source Software (JOSS) describing the ximage and pycolorbar software.",NA
"CONTRIBUTE/GPM-API","repositories_catalogues",0,3,"GPM-API Python Package","https://github.com/ghiggi/gpm_api"
"CONTRIBUTE/GPM-API","repositories_catalogues",1,3,"ximage Python Package","https://github.com/ghiggi/ximage"
"CONTRIBUTE/GPM-API","repositories_catalogues",2,3,"pycolorbar Python Package","https://github.com/ghiggi/pycolorbar"
"CONTRIBUTE/GPM-API","software_tools",0,3,"GPM-API Python Package","https://pypi.org/project/gpm-api/"
"CONTRIBUTE/GPM-API","software_tools",1,3,"pycolorbar Python Package","https://pypi.org/project/pycolorbar/"
"CONTRIBUTE/GPM-API","software_tools",2,3,"ximage Python Package","https://pypi.org/project/ximage/"
"CONTRIBUTE/GPM-API","websites_platforms",0,3,"GPM-API Documentation","https://gpm-api.readthedocs.io/en/latest/index.html"
"CONTRIBUTE/GPM-API","websites_platforms",1,3,"Ximage Documentation","https://x-image.readthedocs.io/en/latest/index.html"
"CONTRIBUTE/GPM-API","websites_platforms",2,3,"Pycolorbar Documentation","https://pycolorbar.readthedocs.io/en/latest/index.html"
"CONTRIBUTE/GPM-API","workshops",0,1,"ERAD 2024 – Open Radar Short Course",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",0,1,"The GrandTour Dataset. This is one of the main contributions of the project. The data is stored in the ETH Zurich server and accessible through the “Kleinkram” interface.","https://datasets.leggedrobotics.com/"
"CONTRIBUTE/GRAND TOUR","estimated_users",0,400,"Approximately 400 immediate users, with an additional 400 expected through upcoming community outreach including the planned IEEE ICRA 2026 Workshop.",NA
"CONTRIBUTE/GRAND TOUR","industrial_collaborations",0,1,"Collaboration with Leica Geosystems and Hexagon to utilize their devices for robotics purposes and extend the dataset.",NA
"CONTRIBUTE/GRAND TOUR","industrial_collaborations",1,1,"Collaboration with Leica Geosystems for Boxi sensor payload development",NA
"CONTRIBUTE/GRAND TOUR","models_standards",0,1,"Boxi mobile sensor suite 'cookbook' providing guidelines and lessons learned for design and use of sensor payloads",NA
"CONTRIBUTE/GRAND TOUR","new_collaborations",0,3,"Collaboration with University of Oxford, ORI-DRS lab under the supervision of Prof. Maurice Fallon to extend the GrandTour dataset and overlap with established datasets.",NA
"CONTRIBUTE/GRAND TOUR","new_collaborations",1,3,"Co-development of Boxi with Leica Geosystems",NA
"CONTRIBUTE/GRAND TOUR","new_collaborations",2,3,"Collaboration between ETH Zurich, University of Oxford, and Max Planck Institute for Intelligent Systems on Boxi project and publication",NA
"CONTRIBUTE/GRAND TOUR","outreach_activities",0,1,"Planned workshop at IEEE ICRA 2026 for researchers to discuss the dataset and benchmark; planned online seminar series describing data usage.",NA
"CONTRIBUTE/GRAND TOUR","presentations",0,1,"Presentation of the publication 'Boxi: Design Decisions in the Context of Algorithmic Performance for Robotics' at RSS 2025 conference.","https://www.roboticsproceedings.org/rss21/p134.pdf"
"CONTRIBUTE/GRAND TOUR","presentations",1,1,"Boxi: Design Decisions in the Context of Algorithmic Performance for Robotics presented as Poster Session in RSS 2025, Session 14, Tuesday, June 24, 12:30-2:00 PM",NA
"CONTRIBUTE/GRAND TOUR","publications",0,4,"A technical report of one of the data collection expeditions.","https://www.hfsjg.ch/reports/2024/pdf/121_ETHZ_Frey.pdf"
"CONTRIBUTE/GRAND TOUR","publications",1,4,"A journal publication in International Journal of Robotics Research (IJRR) is currently underway, describing the dataset in question.","https://www.roboticsproceedings.org/rss21/p134.pdf"
"CONTRIBUTE/GRAND TOUR","publications",2,4,"A major publication, already accepted, describing the software & hardware and the motivation of the dataset collection.",NA
"CONTRIBUTE/GRAND TOUR","publications",3,4,"Frey, J., Tuna, T., Fu, L. F. T., Weibel, C., Patterson, K., Krummenacher, B., ... & Hutter, M. (2025). Boxi: Design Decisions in the Context of Algorithmic Performance for Robotics. In Robotics: Science and Systems Conference (RSS 2025).",NA
"CONTRIBUTE/GRAND TOUR","repositories_catalogues",0,4,"grand_tour_box: Main repository that contains the pre- and post- processing scripts.",NA
"CONTRIBUTE/GRAND TOUR","repositories_catalogues",1,4,"grand_tour_dataset: Contains simple examples on how to use the data and acts as a bridge between the developer team and the public.",NA
"CONTRIBUTE/GRAND TOUR","repositories_catalogues",2,4,"grand_tour_webpage: Front-end HTML for the webpage. Webpage itself is available to the public.",NA
"CONTRIBUTE/GRAND TOUR","repositories_catalogues",3,4,"grand_tour_benchmark: Backend for the localization benchmark. The benchmark itself is available to the public.",NA
"CONTRIBUTE/GRAND TOUR","software_tools",0,3,"New software tools developed as part of the data preparation process for public release on the Kleinkram platform, including data verification utilities such as tools for matching gyroscope angular velocity and additional data post-processing modules.","https://github.com/leggedrobotics/grand_tour_box"
"CONTRIBUTE/GRAND TOUR","software_tools",1,3,"Kleinkram: Robotic Systems Lab structured bag and mcap storage solution",NA
"CONTRIBUTE/GRAND TOUR","software_tools",2,3,"Boxi: Code and details for robust robot autonomy sensor payload",NA
"CONTRIBUTE/GRAND TOUR","training_events",0,1,"Collaboration and training event with industrial partner (Leica Geosystems) involving training on device usage and provision of tutorials on integrating robotic sensing with Robot Operating System.",NA
"CONTRIBUTE/GRAND TOUR","websites_platforms",0,5,"The project website (created from ground up for this project)","https://grand-tour.leggedrobotics.com/"
"CONTRIBUTE/GRAND TOUR","websites_platforms",1,5,"Kleinkram data sharing web interface","https://docs.datasets.leggedrobotics.com/"
"CONTRIBUTE/GRAND TOUR","websites_platforms",2,5,"A localization benchmark for the GrandTour dataset built via the API of eval.ai","http://eval.ai/"
"CONTRIBUTE/GRAND TOUR","websites_platforms",3,5,"More details and code: Boxi project repository for robust robot autonomy sensor payload","https://github.com/leggedrobotics/grand_tour_box"
"CONTRIBUTE/GRAND TOUR","websites_platforms",4,5,"ANYmal Research: An online forum for discussion about ANYmal robots","https://www.anybotics.com"
"CONTRIBUTE/GRAND TOUR","workshops",0,1,"Planned/expected workshop at IEEE ICRA 2026 in Vienna to present the dataset.",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",0,1,"High-altitude multi-sensor dataset collected using ANYmal D robot with Boxi sensor suite at Jungfraujoch, including 15 deployments in diverse environments (snow, ice, tunnels, train station, warehouse, hiking trails, cable car), providing synchronized LiDAR, RGB/HDR/rolling/DS cameras, IMU, RTK-GPS, and ground truth data with detailed environmental conditions.",NA
"CONTRIBUTE/GRAND TOUR","publications",0,3,"Frey, J. et al. 'Boxi: Design Decisions in the Context of Algorithmic Performance for Robotics'. RSS (2025). Under review.",NA
"CONTRIBUTE/GRAND TOUR","publications",1,3,"Roth, P., J. Frey, C. Cadena, and M. Hutter. 'Learned Perceptive Forward Dynamics Model for Safe and Platform-aware Robotic Navigation'. (2025). Under review.",NA
"CONTRIBUTE/GRAND TOUR","publications",2,3,"Tuna, T. et al. 'X-ICP: Localizability-Aware LiDAR Registration for Robust Localization in Extreme Environments'. IEEE Transactions on Robotics 40 (2023), 452–471.",NA
"CONTRIBUTE/GRAND TOUR","software_tools",0,1,"Boxi multi-sensor payload developed for advanced perception tasks in legged robots, integrating cameras, LiDAR, IMUs, RTK-GPS, and supporting time-synchronization/calibration for robust data collection in extreme environments.",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",0,3,"DynamicSplats: Dynamic dataset for creating splats",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",1,3,"global_localization: Datasets collected for Global Localization, the Master's Thesis of Linus Kramer with supervisors William Talbot and Olga Vysotska. Datasets include structured environments with some self-similar regions.",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",2,3,"terminal_velocity: PLR project for LiDAR-Camera-RADAR fusion (also IMU data and extrinsics available) collected with the perception stick",NA
