change_type,column,row,row_number_main,row_number_current,old_value,new_value,data_type
removed_row,project_id,CONTRIBUTE/SOLARFUELSDB+,129,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,257,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPENWASHDATA,299,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,270,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,269,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,47,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SOLARFUELSDB+,125,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SOLARFUELSDB+,126,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/UQBENCH,176,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,258,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,254,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,45,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/GRAND TOUR,65,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SOLARFUELSDB+,127,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,261,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,256,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/MED-WEAR,255,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,46,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,260,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,262,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/NHCDATAVISION,259,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,271,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,43,N/A,[row removed],N/A,text
removed_row,project_id,EXPLORE/OPEN-ACTRIS,268,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/FAIR-CITIES,44,N/A,[row removed],N/A,text
removed_row,project_id,CONTRIBUTE/SOLARFUELSDB+,128,N/A,[row removed],N/A,text
value_changed,keyword,CONTRIBUTE/UQBENCH,175,199,UQWorld,UQworld,text
value_changed,keyword,EXPLORE/INOAP,248,278,"Preprints, Open Access Publications, Natural Language Processing",Preprints,text
value_changed,keyword,EXPLORE/OPENCHEMUSES,272,291,"cheminformatics, natural language processing, chemical and material safety assessment, chemical and material innovation, use information",cheminformatics,text
value_changed,keyword,EXPLORE/SOLIDIPES,300,324,"curation, repositories, astrophysics, computational mechanics, ontology, workflow, multi-disciplinary",curation,text
value_changed,keyword,EXPLORE/OPENWASHDATA,298,323,Data Science,competencies,text
value_changed,index,EXPLORE/OPENWASHDATA,298,323,9,4,numeric
value_changed,keyword,EXPLORE/OPENWASHDATA,296,321,Community,network,text
value_changed,index,EXPLORE/OPENWASHDATA,296,321,7,2,numeric
value_changed,keyword,EXPLORE/DCSM,209,239,Visualization,Visualisation,text
value_changed,keyword,EXPLORE/OPENWASHDATA,294,319,WASH,data stewardship,text
value_changed,index,EXPLORE/OPENWASHDATA,294,319,5,0,numeric
value_changed,keyword,CONTRIBUTE/WEAR-MED,182,205,"medical wearables, biosignals, community-driven standard",medical wearables,text
value_changed,keyword,CONTRIBUTE/BOOST4EPILEPSY,8,12,Epilpesy,Epilepsy,text
value_changed,keyword,CONTRIBUTE/ENVIPATH+EDGEBP,37,41,"Biodegradation, Metagenome mining, Microbiome, Hidden Markov Models, Bioinformatics",Biodegradation,text
value_changed,keyword,EXPLORE/OPENWASHDATA,295,320,Open Science,FAIR principles,text
value_changed,index,EXPLORE/OPENWASHDATA,295,320,6,1,numeric
value_changed,keyword,CONTRIBUTE/API-MOSAIC,2,2,"carbon cycle, sediments, web-interface, API, database",carbon cycle,text
value_changed,keyword,EXPLORE/OPENWASHDATA,297,322,Data sharing,collaboration,text
value_changed,index,EXPLORE/OPENWASHDATA,297,322,8,3,numeric
value_changed,keyword,CONTRIBUTE/PYCSOU-FAIR,110,130,"computational imaging, plugins, pycsou, interoperability entry points, software repository",computational imaging,text
value_changed,keyword,CONTRIBUTE/MAST,66,74,"Database, web-based platform, shake-table tests, unreinforced masonry buildings, seismic assessment",Database,text
value_changed,keyword,EXPLORE/OPENSPM+,288,311,"Open Hardware, scanning probe microscopy, instrumentation",Open Hardware,text
